Date,Open,High,Low,Close,Volume,Adj Close
2001-01-23,134.47,136.66,134.16,135.97,8463100,115.85
2001-01-24,136.25,137.31,135.84,136.38,6199900,116.20
2001-01-25,136.25,137.25,135.66,136.03,10818300,115.90
2001-01-26,135.16,136.13,134.45,135.88,7136800,115.78
2001-01-29,135.50,136.90,135.37,136.60,6705900,116.39
2001-01-30,136.30,137.92,135.79,137.80,7069100,117.41
2001-01-31,137.40,138.70,136.60,137.02,9706900,116.75
2001-02-01,137.10,137.95,136.25,137.93,8239100,117.52
2001-02-02,137.40,137.99,134.75,134.80,8276600,114.86
2001-02-05,134.80,135.94,134.75,135.79,4352900,115.70
2001-02-06,135.30,136.70,135.22,135.39,7106700,115.36
2001-02-07,134.72,135.40,133.68,134.69,5748700,114.76
2001-02-08,134.80,135.40,133.10,133.12,5943300,113.42
2001-02-09,133.35,133.35,131.26,131.84,9913000,112.33
2001-02-12,131.70,133.50,131.70,133.35,5804400,113.62
2001-02-13,133.70,134.17,132.00,132.26,6587600,112.69
2001-02-14,132.65,132.65,130.66,132.06,8400100,112.52
2001-02-15,132.84,133.52,131.99,133.34,5929800,113.61
2001-02-16,131.00,131.29,129.30,130.40,6434900,111.11
2001-02-20,131.04,131.14,128.10,128.39,5760000,109.39
2001-02-21,127.90,128.84,125.50,125.62,10910800,107.03
2001-02-22,126.35,126.54,123.02,125.81,21281600,107.20
2001-02-23,125.08,125.54,121.80,124.96,20173000,106.47
2001-02-26,125.80,127.62,124.50,127.62,11503700,108.74
2001-02-27,126.80,127.84,125.51,126.44,11415000,107.73
2001-02-28,126.75,126.84,123.27,123.95,14825800,105.61
2001-03-01,124.05,124.60,121.75,124.60,14672000,106.17
2001-03-02,122.50,125.65,122.30,123.61,12564300,105.32
2001-03-05,124.15,124.78,123.81,124.74,5293200,106.28
2001-03-06,126.35,127.75,125.49,126.08,6917000,107.43
2001-03-07,126.90,127.04,125.76,126.98,6371700,108.19
2001-03-08,126.60,127.24,126.14,127.12,6055000,108.31
2001-03-09,126.10,126.10,123.11,123.36,10020300,105.11
2001-03-12,122.34,122.50,117.75,118.08,13972900,100.61
2001-03-13,119.40,120.44,117.53,120.02,12888000,102.26
2001-03-14,117.05,119.29,115.75,117.65,19883400,100.24
2001-03-15,118.45,118.86,117.36,117.68,10370300,100.27
2001-03-16,117.13,117.40,114.81,115.01,58514600,98.26
2001-03-19,115.76,117.69,114.82,117.35,10067800,100.26
2001-03-20,117.90,118.46,114.11,114.20,15083900,97.57
2001-03-21,114.18,115.26,111.90,112.26,19004600,95.91
2001-03-22,112.02,112.60,108.04,111.12,28624800,94.93
2001-03-23,113.25,114.66,111.50,114.48,12861700,97.81
2001-03-26,115.70,116.27,114.77,115.94,9943800,99.05
2001-03-27,115.62,118.65,115.28,118.31,12880700,101.08
2001-03-28,116.90,116.95,114.90,115.04,10953300,98.28
2001-03-29,114.70,116.50,112.14,115.48,12060300,98.66
2001-03-30,115.55,116.69,114.50,116.69,9183600,99.69
2001-04-02,116.30,117.38,113.80,114.20,10561000,97.57
2001-04-03,113.98,114.15,110.06,110.39,12836000,94.31
2001-04-04,110.57,112.10,109.30,110.85,14884300,94.70
2001-04-05,113.30,115.49,112.50,115.05,21522800,98.29
2001-04-06,113.99,114.40,112.06,113.30,14937800,96.80
2001-04-09,114.00,114.99,112.78,114.56,9034300,97.87
2001-04-10,115.45,117.75,115.17,116.65,17873600,99.66
2001-04-11,118.78,118.99,116.14,116.73,12722300,99.73
2001-04-12,116.30,118.94,115.96,118.85,9233200,101.54
2001-04-16,118.29,118.89,116.91,117.60,7350000,100.47
2001-04-17,117.31,119.66,117.02,119.26,10924700,101.89
2001-04-18,121.06,126.00,120.69,124.00,32481600,105.94
2001-04-19,124.25,125.84,123.58,125.65,13809900,107.35
2001-04-20,124.90,125.40,123.66,124.50,7626700,106.37
2001-04-23,123.65,123.89,121.91,122.24,8451800,104.44
2001-04-24,122.52,123.65,121.10,121.58,10044700,103.87
2001-04-25,121.42,123.67,120.95,123.17,8249000,105.23
2001-04-26,123.73,125.22,123.50,123.72,10590400,105.70
2001-04-27,124.92,125.84,124.20,125.78,7938700,107.46
2001-04-30,126.45,127.27,124.67,126.66,10766900,108.21
2001-05-01,125.07,127.15,124.60,127.05,10578000,108.54
2001-05-02,127.41,127.69,126.00,126.82,9572900,108.35
2001-05-03,126.13,126.15,124.22,125.21,9926200,106.97
2001-05-04,123.65,127.35,123.44,127.34,12145300,108.79
2001-05-07,126.86,127.38,126.23,126.24,7185200,107.85
2001-05-08,126.86,127.10,125.56,126.18,6952600,107.80
2001-05-09,125.25,126.55,125.06,125.65,9507400,107.35
2001-05-10,127.26,127.50,125.77,126.02,6872400,107.66
2001-05-11,126.00,126.49,124.40,125.15,7734400,106.92
2001-05-14,124.90,125.44,124.46,125.40,7914000,107.13
2001-05-15,125.55,126.50,124.85,125.98,9782200,107.63
2001-05-16,124.84,129.20,124.62,128.95,14909000,110.17
2001-05-17,129.00,130.08,128.56,129.15,11824600,110.34
2001-05-18,129.09,129.74,128.10,129.74,6683100,110.84
2001-05-21,129.84,131.84,129.15,131.65,11531500,112.47
2001-05-22,131.83,132.09,131.07,131.48,8342700,112.33
2001-05-23,131.05,131.05,129.25,129.25,12330800,110.42
2001-05-24,129.47,130.00,128.55,129.63,7902800,110.75
2001-05-25,129.65,129.70,127.90,128.10,7425000,109.44
2001-05-29,128.22,128.35,126.90,127.08,9003900,108.57
2001-05-30,126.59,127.09,125.00,125.30,10041800,107.05
2001-05-31,125.43,126.76,125.26,125.95,9874200,107.60
2001-06-01,126.20,127.10,125.12,126.73,8848300,108.27
2001-06-04,126.80,127.43,126.08,127.34,5623500,108.79
2001-06-05,127.49,129.23,127.27,128.80,9115400,110.04
2001-06-06,128.83,128.83,127.36,127.73,12064900,109.13
2001-06-07,127.05,128.35,127.00,128.19,7355300,109.52
2001-06-08,127.70,127.87,126.14,127.00,8170600,108.50
2001-06-11,126.71,126.99,125.41,126.10,7012200,107.73
2001-06-12,124.86,126.74,124.04,125.88,9364400,107.54
2001-06-13,126.17,126.58,124.65,124.80,7629400,106.62
2001-06-14,124.18,124.30,121.75,122.00,12603000,104.23
2001-06-15,120.91,122.40,120.40,121.85,16821100,104.40
2001-06-18,121.65,122.44,120.91,121.26,11368300,103.89
2001-06-19,122.38,122.89,120.89,121.79,7732300,104.35
2001-06-20,121.19,122.86,121.10,122.43,8787200,104.89
2001-06-21,122.22,124.31,122.15,123.82,12259100,106.09
2001-06-22,123.49,123.59,122.16,122.85,12212000,105.25
2001-06-25,123.28,123.44,121.50,121.72,8406800,104.29
2001-06-26,120.90,122.39,120.57,121.55,8005800,104.14
2001-06-27,121.60,122.24,120.91,121.48,10105100,104.08
2001-06-28,122.00,123.94,121.93,122.15,10269300,104.65
2001-06-29,122.80,124.01,122.26,122.60,9824200,105.04
2001-07-02,122.80,124.32,122.62,124.13,8522200,106.35
2001-07-03,123.98,124.10,123.05,124.10,3303100,106.33
2001-07-05,123.07,123.65,121.66,121.68,5517900,104.25
2001-07-06,121.31,121.49,119.05,119.05,11665900,102.00
2001-07-09,119.49,120.54,119.20,119.70,8339300,102.56
2001-07-10,120.29,120.64,118.21,118.26,8630700,101.32
2001-07-11,118.10,118.89,117.09,118.38,15328600,101.42
2001-07-12,119.50,121.47,119.31,121.19,12002800,103.83
2001-07-13,120.84,122.32,120.62,122.24,10433800,104.73
2001-07-16,121.77,122.28,120.29,120.71,6915300,103.42
2001-07-17,120.20,121.95,119.83,121.84,7469800,104.39
2001-07-18,120.56,121.64,120.06,121.01,7709300,103.68
2001-07-19,122.18,122.98,120.76,122.07,10082900,104.59
2001-07-20,121.15,121.94,120.92,121.34,6705800,103.96
2001-07-23,121.80,121.88,118.95,118.95,8065200,101.91
2001-07-24,119.00,119.20,116.75,117.80,12269000,100.93
2001-07-25,117.92,119.48,117.46,119.10,12088500,102.04
2001-07-26,119.06,120.85,118.56,120.35,12898200,103.11
2001-07-27,120.83,121.35,119.91,120.81,8478800,103.51
2001-07-30,121.19,121.35,120.30,120.85,8547700,103.54
2001-07-31,121.00,122.68,120.80,121.35,11918100,103.97
2001-08-01,121.97,122.70,121.55,122.11,11940800,104.62
2001-08-02,123.23,123.25,121.89,122.61,11070100,105.05
2001-08-03,122.36,122.36,120.90,121.94,10816300,104.48
2001-08-06,121.35,121.51,120.10,120.30,8550100,103.07
2001-08-07,120.27,121.20,119.91,120.77,8865100,103.47
2001-08-08,120.12,121.16,118.43,118.53,15183800,101.55
2001-08-09,118.70,118.97,117.86,118.88,14118500,101.85
2001-08-10,118.80,119.84,117.34,119.29,11173300,102.20
2001-08-13,119.60,119.85,118.81,119.32,7431600,102.23
2001-08-14,120.14,120.35,118.80,119.27,13178100,102.19
2001-08-15,119.23,119.61,118.08,118.24,8520600,101.30
2001-08-16,117.80,118.75,117.00,118.65,10734700,101.66
2001-08-17,117.65,117.87,116.01,116.75,11604600,100.03
2001-08-20,116.80,117.90,116.55,117.83,10417400,100.95
2001-08-21,117.80,118.54,115.80,115.82,14480800,99.23
2001-08-22,116.75,117.43,115.78,117.02,11752300,100.26
2001-08-23,116.96,117.52,116.49,116.60,8744100,99.90
2001-08-24,117.21,119.13,116.74,119.02,11687700,101.97
2001-08-27,118.97,119.20,118.26,118.31,7425100,101.36
2001-08-28,118.28,118.49,116.58,116.58,12046600,99.88
2001-08-29,117.13,117.18,115.17,115.54,16180000,98.99
2001-08-30,114.85,115.74,112.04,113.32,17692600,97.09
2001-08-31,113.40,114.77,113.13,114.15,15985400,97.80
2001-09-04,113.85,116.17,113.37,113.42,24473400,97.18
2001-09-05,113.70,114.19,111.95,113.70,21477100,97.42
2001-09-06,112.65,113.30,110.77,110.77,21653000,94.90
2001-09-07,110.02,111.25,108.63,108.72,33133900,93.15
2001-09-10,107.70,110.35,107.70,110.05,23408700,94.29
2001-09-17,101.00,106.40,100.00,104.30,32388700,89.36
2001-09-18,104.33,105.30,103.36,104.05,22029200,89.15
2001-09-19,104.10,104.50,98.56,101.95,42771800,87.35
2001-09-20,100.40,101.81,98.56,98.71,36210900,84.57
2001-09-21,94.28,98.99,93.80,97.28,49782100,83.66
2001-09-24,99.72,101.16,99.06,100.70,25549600,86.60
2001-09-25,100.75,102.00,99.90,101.75,25466200,87.50
2001-09-26,102.35,102.40,100.43,101.39,18587500,87.20
2001-09-27,101.25,102.29,100.00,102.27,20536800,87.95
2001-09-28,102.98,109.62,102.50,104.44,21687200,89.82
2001-10-01,103.90,104.32,102.83,104.27,20457400,89.67
2001-10-02,104.00,105.58,103.65,105.58,19833100,90.80
2001-10-03,104.60,107.88,104.35,107.35,32045800,92.32
2001-10-04,108.29,108.97,106.75,107.44,32674100,92.40
2001-10-05,107.25,107.62,105.52,107.23,29796100,92.22
2001-10-08,106.27,107.30,105.87,106.53,12970300,91.62
2001-10-09,106.61,106.75,105.60,105.96,15976300,91.13
2001-10-10,105.80,108.55,105.52,108.32,19987400,93.15
2001-10-11,108.95,110.30,108.95,110.00,23006300,94.60
2001-10-12,109.15,109.89,107.30,109.50,31360500,94.17
2001-10-15,108.63,109.45,108.06,109.30,16873000,94.00
2001-10-16,109.80,110.61,108.95,109.99,15877100,94.59
2001-10-17,111.07,111.15,107.65,107.65,28542300,92.58
2001-10-18,107.82,108.16,106.75,107.42,16510000,92.38
2001-10-19,107.00,107.91,106.01,107.35,21912500,92.32
2001-10-22,107.30,109.57,107.21,109.47,17540600,94.14
2001-10-23,109.96,110.28,108.38,108.91,22062500,93.66
2001-10-24,108.98,109.45,108.22,108.62,16065200,93.41
2001-10-25,107.45,110.60,106.74,110.57,27467900,95.09
2001-10-26,109.95,111.79,109.67,110.32,18623300,94.87
2001-10-29,110.16,110.55,107.45,107.45,18727500,92.41
2001-10-30,107.35,107.70,105.56,106.16,26178600,91.30
2001-10-31,106.90,107.86,105.80,105.80,28124200,90.99
2001-11-01,106.60,109.01,105.70,108.51,29806800,93.32
2001-11-02,108.44,109.38,107.87,109.25,17575900,93.95
2001-11-05,110.12,111.09,109.95,110.68,15929500,95.18
2001-11-06,110.35,112.48,109.85,112.40,23245800,96.66
2001-11-07,111.77,113.12,111.64,112.25,19716000,96.53
2001-11-08,112.87,114.08,111.90,112.60,22563500,96.84
2001-11-09,112.25,112.96,111.44,112.72,15895800,96.94
2001-11-12,111.00,112.65,110.00,112.03,26068800,96.35
2001-11-13,113.44,114.55,113.18,114.55,15296200,98.51
2001-11-14,115.17,115.40,113.71,114.66,17571300,98.61
2001-11-15,114.37,115.18,113.93,114.87,19470200,98.79
2001-11-16,115.08,115.10,113.40,114.36,18134900,98.35
2001-11-19,114.92,115.85,114.45,115.77,13625400,99.56
2001-11-20,115.37,115.80,114.64,114.80,16209700,98.73
2001-11-21,114.50,114.67,113.51,114.04,11470200,98.07
2001-11-23,114.04,115.75,114.00,115.68,6717100,99.48
2001-11-26,115.75,116.34,115.07,115.93,13726000,99.70
2001-11-27,115.62,116.90,114.09,115.43,19261400,99.27
2001-11-28,114.74,115.17,113.25,113.34,20195500,97.47
2001-11-29,113.66,114.92,113.00,114.87,16354700,98.79
2001-11-30,114.40,114.91,114.02,114.05,13680300,98.08
2001-12-03,113.65,114.08,113.01,113.37,15220400,97.50
2001-12-04,113.92,115.30,113.35,115.29,17239900,99.15
2001-12-05,115.61,118.00,115.56,117.40,25204000,100.96
2001-12-06,117.34,117.94,116.93,117.34,17972900,100.91
2001-12-07,116.90,117.09,115.70,116.56,18857800,100.24
2001-12-10,115.85,116.39,114.35,114.38,13862700,98.37
2001-12-11,114.90,115.72,113.90,114.15,20833300,98.17
2001-12-12,114.55,114.78,113.11,114.28,16171500,98.28
2001-12-13,113.45,113.70,112.04,112.06,19026700,96.37
2001-12-14,112.33,113.49,112.00,113.13,16721900,97.29
2001-12-17,112.99,114.36,112.90,114.30,13925900,98.30
2001-12-18,114.63,115.15,114.34,114.98,13663700,98.88
2001-12-19,114.09,115.92,114.00,115.79,20143400,99.58
2001-12-20,115.50,115.80,114.55,114.65,14867900,98.60
2001-12-21,115.03,115.07,114.20,114.95,14037700,98.86
2001-12-24,114.83,115.04,114.61,114.73,5728800,98.67
2001-12-26,114.65,116.21,114.65,115.36,10304800,99.21
2001-12-27,115.30,116.08,115.25,116.06,9407300,99.81
2001-12-28,116.29,116.75,115.92,116.00,10593800,99.76
2001-12-31,116.15,116.39,114.23,114.30,14619500,98.30
2002-01-02,115.11,115.75,113.81,115.53,18651900,99.36
2002-01-03,115.65,116.95,115.54,116.84,15743000,100.48
2002-01-04,117.17,117.98,116.55,117.62,20140700,101.15
2002-01-07,117.70,117.99,116.56,116.79,13106500,100.44
2002-01-08,116.79,117.06,115.97,116.52,12683700,100.21
2002-01-09,116.68,117.78,115.34,115.57,16610300,99.39
2002-01-10,115.69,116.35,115.30,116.08,12823400,99.83
2002-01-11,116.21,116.28,114.70,114.94,13708400,98.85
2002-01-14,114.65,114.84,113.96,114.22,12301100,98.23
2002-01-15,114.55,115.39,113.90,115.15,20219900,99.03
2002-01-16,114.30,114.40,112.69,112.82,17067000,97.02
2002-01-17,113.76,114.24,113.40,113.67,17283400,97.76
2002-01-18,113.00,113.85,112.67,113.15,17028000,97.31
2002-01-22,113.75,113.93,112.02,112.37,11689300,96.64
2002-01-23,112.63,113.55,112.02,113.23,12438900,97.38
2002-01-24,113.64,114.25,113.32,113.58,12142800,97.68
2002-01-25,113.12,114.18,113.04,113.55,12810700,97.65
2002-01-28,113.90,114.19,112.92,113.86,10589200,97.92
2002-01-29,113.85,114.13,110.05,110.28,27720800,94.84
2002-01-30,110.39,113.39,108.40,111.87,34711800,96.21
2002-01-31,112.15,113.30,111.62,113.18,19909200,97.33
2002-02-01,113.09,113.30,112.17,112.65,15838500,96.88
2002-02-04,112.23,112.23,109.44,109.85,24243400,94.47
2002-02-05,109.40,110.49,108.53,109.17,33614000,93.89
2002-02-06,109.65,109.74,108.06,108.70,29486000,93.48
2002-02-07,108.72,109.86,108.00,108.02,23445400,92.90
2002-02-08,108.63,110.75,108.30,110.09,19277800,94.68
2002-02-11,110.05,111.64,109.82,111.44,18792400,95.84
2002-02-12,110.96,111.71,110.03,111.09,13942500,95.54
2002-02-13,111.48,112.54,111.35,112.27,16781100,96.55
2002-02-14,112.51,112.97,111.59,112.06,20453800,96.37
2002-02-15,112.15,112.24,110.71,110.89,18366800,95.37
2002-02-19,110.15,110.29,108.61,108.76,15988100,93.53
2002-02-20,109.05,110.59,107.82,110.59,29242800,95.11
2002-02-21,109.93,110.63,108.26,108.30,26288600,93.14
2002-02-22,108.35,109.94,107.87,109.64,26572900,94.29
2002-02-25,109.74,111.81,109.70,111.45,17458700,95.85
2002-02-26,111.60,112.04,110.57,111.22,22346500,95.65
2002-02-27,111.96,112.86,110.65,111.65,28597900,96.02
2002-02-28,111.83,112.75,111.03,111.15,23755400,95.59
2002-03-01,111.72,113.85,111.51,113.74,26273600,97.82
2002-03-04,113.90,115.99,113.65,115.75,27184600,99.54
2002-03-05,115.33,116.40,114.97,115.38,22718900,99.23
2002-03-06,115.10,117.15,115.07,116.75,20143200,100.40
2002-03-07,117.36,117.50,115.57,116.50,19330800,100.19
2002-03-08,117.38,117.90,116.48,116.99,19930100,100.61
2002-03-11,116.89,117.90,116.43,117.24,15621800,100.83
2002-03-12,116.10,117.25,115.94,117.17,17153600,100.77
2002-03-13,116.63,116.75,115.64,116.04,17175300,99.79
2002-03-14,116.04,116.43,115.63,115.88,11168100,99.66
2002-03-15,115.97,116.95,115.90,116.65,21220100,100.61
2002-03-18,117.10,117.56,116.10,116.67,17548900,100.62
2002-03-19,117.30,117.74,116.82,117.45,17912000,101.30
2002-03-20,116.50,116.58,115.19,115.24,17114500,99.39
2002-03-21,115.30,115.90,114.12,115.29,25846800,99.43
2002-03-22,115.50,115.94,114.70,115.04,15235400,99.22
2002-03-25,115.09,115.36,113.30,113.61,17499600,97.98
2002-03-26,113.52,115.02,113.47,114.27,19947600,98.55
2002-03-27,114.03,115.01,113.76,114.57,19020300,98.81
2002-03-28,114.97,115.77,114.50,114.52,17532900,98.77
2002-04-01,114.23,115.10,113.50,114.57,17711000,98.81
2002-04-02,113.98,114.95,113.77,113.94,15669500,98.27
2002-04-03,114.01,114.21,112.16,113.14,25658500,97.58
2002-04-04,112.60,113.40,112.23,112.67,23549000,97.17
2002-04-05,113.19,113.63,112.18,112.69,19404900,97.19
2002-04-08,111.32,113.03,111.23,112.93,16470100,97.40
2002-04-09,113.18,113.18,111.93,112.14,15122700,96.72
2002-04-10,112.10,113.54,112.09,113.41,17199300,97.81
2002-04-11,112.89,113.05,110.50,110.59,25453700,95.38
2002-04-12,111.02,111.65,110.04,111.42,14950600,96.10
2002-04-15,111.62,111.86,110.20,110.57,17394900,95.36
2002-04-16,111.70,113.32,111.67,113.20,15040900,97.63
2002-04-17,113.39,113.67,112.60,112.96,12920100,97.42
2002-04-18,112.90,113.46,111.15,112.47,25204800,97.00
2002-04-19,113.20,113.24,112.56,112.88,10499200,97.35
2002-04-22,112.38,112.43,110.84,111.00,13922900,95.73
2002-04-23,111.09,111.48,110.17,110.52,16967000,95.32
2002-04-24,110.56,111.81,109.40,109.41,18902700,94.36
2002-04-25,109.21,109.74,108.72,109.47,25451500,94.41
2002-04-26,109.79,110.01,107.29,107.39,19769800,92.62
2002-04-29,107.93,108.26,106.63,106.86,17724400,92.16
2002-04-30,107.02,108.64,106.64,107.86,19473500,93.03
2002-05-01,107.97,109.25,106.80,109.18,24575600,94.16
2002-05-02,109.10,109.91,107.78,108.76,15666800,93.80
2002-05-03,108.60,108.76,107.20,107.58,18185500,92.78
2002-05-06,107.64,107.99,105.31,105.47,23630400,90.96
2002-05-07,106.10,106.32,104.90,105.10,21910000,90.64
2002-05-08,107.05,109.36,106.79,109.01,27917400,94.02
2002-05-09,108.65,109.10,107.58,107.75,18085600,92.93
2002-05-10,107.97,108.05,105.60,105.72,18958900,91.18
2002-05-13,106.22,107.95,105.79,107.87,14677700,93.03
2002-05-14,109.62,110.37,109.00,110.22,34201200,95.06
2002-05-15,109.50,110.91,109.29,109.79,29535300,94.69
2002-05-16,109.70,110.48,109.33,110.36,28092000,95.18
2002-05-17,110.66,111.25,110.10,110.90,27823700,95.65
2002-05-20,110.64,110.69,109.49,109.70,13833800,94.61
2002-05-21,110.11,110.48,108.32,108.70,16877200,93.75
2002-05-22,108.22,109.12,108.00,108.94,15844200,93.96
2002-05-23,109.26,110.36,108.48,110.10,13879800,94.96
2002-05-24,109.98,110.20,108.61,108.69,11877000,93.74
2002-05-28,109.05,109.13,107.45,108.10,24236900,93.23
2002-05-29,107.62,108.02,107.13,107.30,14773300,92.54
2002-05-30,106.55,107.51,105.90,107.00,18217900,92.28
2002-05-31,107.40,108.56,106.85,107.22,19826300,92.47
2002-06-03,107.09,107.60,104.13,104.37,26056300,90.02
2002-06-04,104.15,105.20,103.55,104.63,25856200,90.24
2002-06-05,104.95,105.67,104.35,105.61,19695900,91.08
2002-06-06,105.54,105.60,103.15,103.46,22998500,89.23
2002-06-07,101.78,103.92,101.72,103.34,24011600,89.13
2002-06-10,103.24,104.46,103.02,103.74,18759900,89.47
2002-06-11,104.13,104.54,101.73,101.96,19990700,87.94
2002-06-12,101.71,102.81,100.78,102.58,31266000,88.47
2002-06-13,102.13,103.00,101.34,101.55,21043900,87.58
2002-06-14,100.31,101.56,98.50,101.40,39267500,87.45
2002-06-17,101.92,104.34,101.85,104.12,17647200,89.80
2002-06-18,103.74,105.03,103.63,104.97,21628500,90.53
2002-06-19,103.50,104.43,102.24,102.52,21540700,88.42
2002-06-20,102.26,103.05,100.96,101.21,25691000,87.29
2002-06-21,100.47,100.93,98.68,99.28,31190700,85.92
2002-06-24,98.61,100.69,97.25,99.80,37169700,86.37
2002-06-25,100.30,100.89,97.54,97.56,33355000,84.44
2002-06-26,95.20,98.15,95.19,97.72,37913600,84.57
2002-06-27,98.50,99.49,96.57,99.43,31616400,86.05
2002-06-28,99.24,100.50,98.88,98.96,28184200,85.65
2002-07-01,99.18,99.80,96.89,97.03,20270200,83.98
2002-07-02,96.86,97.20,94.77,94.97,34213900,82.19
2002-07-03,94.62,95.84,93.72,95.51,30565800,82.66
2002-07-05,96.78,99.53,96.66,99.31,19013500,85.95
2002-07-08,98.98,99.70,97.56,98.07,19118600,84.88
2002-07-09,97.73,98.34,95.01,95.60,28620400,82.74
2002-07-10,96.00,96.07,92.04,92.12,50522500,79.73
2002-07-11,91.76,93.35,90.32,92.87,59476500,80.38
2002-07-12,93.33,93.89,91.52,91.85,39018600,79.49
2002-07-15,91.64,92.40,87.89,92.34,77317200,79.92
2002-07-16,91.12,92.38,89.87,90.56,53282400,78.38
2002-07-17,92.46,93.30,89.75,90.74,48880600,78.53
2002-07-18,90.70,91.10,87.75,87.80,32656700,75.99
2002-07-19,86.76,87.55,84.30,84.71,77572600,73.31
2002-07-22,84.10,85.91,81.45,82.20,78134000,71.14
2002-07-23,82.55,83.24,79.75,79.95,74484100,69.20
2002-07-24,78.13,85.12,77.68,84.72,107022800,73.32
2002-07-25,84.27,85.85,81.60,84.00,87176600,72.70
2002-07-26,84.65,85.93,83.80,85.60,41206800,74.09
2002-07-29,87.50,90.34,87.30,89.77,53492900,77.69
2002-07-30,89.32,91.40,88.72,90.94,47532200,78.71
2002-07-31,90.49,91.55,89.25,91.16,44669900,78.90
2002-08-01,90.88,91.35,88.33,88.78,66571900,76.84
2002-08-02,88.50,88.91,85.62,86.79,51772900,75.11
2002-08-05,86.49,86.93,83.55,83.77,47191300,72.50
2002-08-06,85.23,87.90,85.11,86.59,64730000,74.94
2002-08-07,87.87,88.50,85.77,88.10,43289400,76.25
2002-08-08,88.42,91.10,87.80,90.95,48339800,78.72
2002-08-09,90.10,91.94,89.35,91.29,41879200,79.01
2002-08-12,89.99,91.27,89.55,90.62,25841700,78.43
2002-08-13,90.15,91.66,88.65,88.97,49690500,77.00
2002-08-14,89.02,92.63,88.02,92.22,57423600,79.81
2002-08-15,92.84,93.99,92.20,93.50,45551500,80.92
2002-08-16,92.82,94.08,92.00,93.22,36517300,80.68
2002-08-19,93.46,95.75,93.10,95.40,33669900,82.57
2002-08-20,94.82,95.40,93.62,94.39,30508300,81.69
2002-08-21,95.06,95.78,93.57,95.75,39628900,82.87
2002-08-22,95.49,97.15,95.07,96.68,38399800,83.67
2002-08-23,96.01,96.15,94.15,94.60,33716400,81.87
2002-08-26,94.91,95.64,93.50,95.26,33830100,82.45
2002-08-27,95.70,96.25,93.50,94.16,35335700,81.49
2002-08-28,93.28,93.49,91.80,92.10,38970600,79.71
2002-08-29,91.27,93.05,90.81,92.14,42965700,79.75
2002-08-30,91.68,93.39,91.40,91.78,30366700,79.43
2002-09-03,90.73,91.00,88.15,88.28,76586400,76.40
2002-09-04,88.61,90.25,88.06,89.54,51099500,77.50
2002-09-05,88.49,89.43,87.50,88.78,67250900,76.84
2002-09-06,89.75,90.57,89.34,90.00,38622200,77.89
2002-09-09,89.10,91.35,88.80,90.66,33998400,78.46
2002-09-10,91.14,91.78,90.56,91.70,41416600,79.36
2002-09-11,92.47,93.33,91.10,91.13,27711200,78.87
2002-09-12,90.75,90.84,88.99,89.45,43601700,77.42
2002-09-13,88.69,89.90,88.25,89.67,41131000,77.61
2002-09-16,89.31,89.89,88.46,89.89,28167600,77.80
2002-09-17,90.89,91.19,87.75,87.83,47609700,76.02
2002-09-18,87.01,88.50,86.28,86.95,54719400,75.25
2002-09-19,85.99,86.80,84.70,84.70,48510500,73.31
2002-09-20,84.92,85.20,84.05,84.35,46325600,73.33
2002-09-23,83.65,84.06,82.69,83.66,46893800,72.73
2002-09-24,82.44,83.65,81.85,82.31,69507000,71.56
2002-09-25,83.37,84.77,82.04,84.35,59294400,73.33
2002-09-26,85.02,85.97,84.45,85.73,53638000,74.53
2002-09-27,85.00,85.63,82.75,82.75,64648300,71.94
2002-09-30,82.00,82.80,80.90,81.79,73096400,71.10
2002-10-01,82.43,85.77,81.47,85.72,67198100,74.52
2002-10-02,84.69,85.53,82.60,83.15,56749100,72.29
2002-10-03,83.14,84.60,81.95,82.31,55547000,71.56
2002-10-04,82.80,82.92,79.58,80.80,68483700,70.24
2002-10-07,80.06,81.20,78.55,79.13,53188000,68.79
2002-10-08,79.81,81.31,78.20,80.37,79531000,69.87
2002-10-09,79.09,79.70,77.78,78.10,79956400,67.90
2002-10-10,77.94,81.07,77.07,80.63,76749000,70.10
2002-10-11,82.10,84.73,81.82,84.16,82308300,73.17
2002-10-14,83.20,84.85,83.04,84.63,40631900,73.57
2002-10-15,86.99,88.72,86.85,88.70,82320300,77.11
2002-10-16,87.41,87.80,85.92,86.55,62977800,75.24
2002-10-17,88.87,89.30,87.85,88.27,68534100,76.74
2002-10-18,87.65,89.11,86.93,88.64,47448700,77.06
2002-10-21,88.12,90.50,87.57,90.17,45859100,78.39
2002-10-22,89.05,90.01,88.52,89.52,40966800,77.83
2002-10-23,88.77,90.27,87.68,90.20,54905800,78.42
2002-10-24,90.75,90.90,88.10,88.36,54987400,76.82
2002-10-25,88.21,90.39,87.94,90.20,43672100,78.42
2002-10-28,91.15,91.29,88.85,89.61,39416100,77.90
2002-10-29,89.08,89.49,87.00,88.57,59508200,77.00
2002-10-30,88.68,89.96,88.23,89.43,41688600,77.75
2002-10-31,89.66,90.30,88.19,88.52,41620600,76.96
2002-11-01,88.35,90.82,88.05,90.27,51878900,78.48
2002-11-04,91.80,92.94,90.90,91.13,49080600,79.22
2002-11-05,90.84,92.07,90.84,91.85,37270800,79.85
2002-11-06,92.48,93.07,90.79,93.04,65013100,80.89
2002-11-07,92.02,92.22,90.22,90.76,51572000,78.90
